    INFO: 2026-02-18 13:20:48,867:               log.py:   20: Logging to C:\Users\hoang\NAPE\mdpdf.log
   DEBUG: 2026-02-18 13:20:51,752:      pdf_renderer.py:  470: printSegment: Front-of-meter PPA is primary — no FERC approval needed. Behind-the-meter is fallback. Talen
   DEBUG: 2026-02-18 13:20:51,753:      pdf_renderer.py:  470: printSegment: survived FERC review. |
   DEBUG: 2026-02-18 13:20:51,754:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,755:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-18 13:20:51,756:      pdf_renderer.py:  470: printSegment: State PUC
   DEBUG: 2026-02-18 13:20:51,758:      pdf_renderer.py:  470: printSegment:  | DC siting permits | 
   DEBUG: 2026-02-18 13:20:51,759:      pdf_renderer.py:  470: printSegment: Low
   DEBUG: 2026-02-18 13:20:51,764:      pdf_renderer.py:  470: printSegment:  | Nuclear sites already have
   DEBUG: 2026-02-18 13:20:51,766:      pdf_renderer.py:  470: printSegment: industrial zoning. PA PUC approved Talen campus. |
   DEBUG: 2026-02-18 13:20:51,768:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,769:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-18 13:20:51,770:      pdf_renderer.py:  470: printSegment: PJM RTO
   DEBUG: 2026-02-18 13:20:51,772:      pdf_renderer.py:  470: printSegment:  | Capacity obligation reduction | 
   DEBUG: 2026-02-18 13:20:51,773:      pdf_renderer.py:  470: printSegment: Medium
   DEBUG: 2026-02-18 13:20:51,778:      pdf_renderer.py:  470: printSegment:  | Maintain front-of-meter to preserve capacity market revenue. Offer replacement capacity
   DEBUG: 2026-02-18 13:20:51,780:      pdf_renderer.py:  470: printSegment: from gas fleet. |
   DEBUG: 2026-02-18 13:20:51,783:      pdf_renderer.py:  470: printSegment: The KEY takeaway: our 
   DEBUG: 2026-02-18 13:20:51,784:      pdf_renderer.py:  470: printSegment: primary path is front-of-meter PPA
   DEBUG: 2026-02-18 13:20:51,787:      pdf_renderer.py:  470: printSegment: . This is a standard bilateral wholesale
   DEBUG: 2026-02-18 13:20:51,789:      pdf_renderer.py:  470: printSegment: contract — 
   DEBUG: 2026-02-18 13:20:51,791:      pdf_renderer.py:  470: printSegment: no FERC approval, no NRC amendment, no regulatory delay.
   DEBUG: 2026-02-18 13:20:51,792:      pdf_renderer.py:  470: printSegment: Behind-the-meter is a 
   DEBUG: 2026-02-18 13:20:51,794:      pdf_renderer.py:  470: printSegment: fallback that captures even MORE value
   DEBUG: 2026-02-18 13:20:51,795:      pdf_renderer.py:  470: printSegment:  — but we don
   DEBUG: 2026-02-18 13:20:51,797:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,799:      pdf_renderer.py:  470: printSegment: t need it for our base
   DEBUG: 2026-02-18 13:20:51,801:      pdf_renderer.py:  470: printSegment: case. And remember: 
   DEBUG: 2026-02-18 13:20:51,802:      pdf_renderer.py:  470: printSegment: Talen
   DEBUG: 2026-02-18 13:20:51,803:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,805:      pdf_renderer.py:  470: printSegment: s behind-the-meter deal with AWS survived FERC review.
   DEBUG: 2026-02-18 13:20:51,806:      pdf_renderer.py:  470: printSegment:  We have
   DEBUG: 2026-02-18 13:20:51,807:      pdf_renderer.py:  470: printSegment: precedent.
   DEBUG: 2026-02-18 13:20:51,809:      pdf_renderer.py:  470: printSegment: Bottom line: regulatory risk is 
   DEBUG: 2026-02-18 13:20:51,811:      pdf_renderer.py:  470: printSegment: MEDIUM overall, but highly manageable
   DEBUG: 2026-02-18 13:20:51,819:      pdf_renderer.py:  470: printSegment:  because we build our
   DEBUG: 2026-02-18 13:20:51,822:      pdf_renderer.py:  470: printSegment: base case on front-of-meter, which requires no approvals.
   DEBUG: 2026-02-18 13:20:51,823:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,825:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:51,826:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,828:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,832:      pdf_renderer.py:  470: printSegment: Now let me cover the remaining strategic risks and mitigations.
   DEBUG: 2026-02-18 13:20:51,833:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,836:      pdf_renderer.py:  470: printSegment: SLIDE 14 — RISK ASSESSMENT 
   DEBUG: 2026-02-18 13:20:51,837:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-18 13:20:51,839:      pdf_renderer.py:  470: printSegment:  MITIGATION
   DEBUG: 2026-02-18 13:20:51,840:      pdf_renderer.py:  470: printSegment: Speaker: Cuong Nguyen
   DEBUG: 2026-02-18 13:20:51,841:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,843:      pdf_renderer.py:  470: printSegment: Time: ~90 seconds
   DEBUG: 2026-02-18 13:20:51,847:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:51,849:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,852:      pdf_renderer.py:  470: printSegment: Every strategy has risks. Being transparent about risks shows maturity to the judges.
   DEBUG: 2026-02-18 13:20:51,853:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,855:      pdf_renderer.py:  470: printSegment: Risk 1: What if AWS doesn
   DEBUG: 2026-02-18 13:20:51,856:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,869:      pdf_renderer.py:  470: printSegment: t want to partner with us? Mitigation: run a competitive bidding process
   DEBUG: 2026-02-18 13:20:51,872:      pdf_renderer.py:  470: printSegment: with Microsoft, Google, and Meta too. They all need nuclear power.
   DEBUG: 2026-02-18 13:20:51,873:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,898:      pdf_renderer.py:  470: printSegment: Risk 2: What if FERC blocks the behind-the-meter arrangement? Mitigation: structure as
   DEBUG: 2026-02-18 13:20:51,903:      pdf_renderer.py:  470: printSegment: front-of-meter PPA as the primary path. Behind-the-meter is a fallback for even more value, not the
   DEBUG: 2026-02-18 13:20:51,905:      pdf_renderer.py:  470: printSegment: base case. Talen
   DEBUG: 2026-02-18 13:20:51,906:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,908:      pdf_renderer.py:  470: printSegment: s deal survived FERC review.
   DEBUG: 2026-02-18 13:20:51,911:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,925:      pdf_renderer.py:  470: printSegment: Risk 3: What if PPA pricing drops? Mitigation: even at $75/MWh (worst case), we still get
   DEBUG: 2026-02-18 13:20:51,928:      pdf_renderer.py:  470: printSegment: $290M/year in incremental revenue — much better than merchant.
   DEBUG: 2026-02-18 13:20:51,930:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,934:      pdf_renderer.py:  470: printSegment: Risk 4: What if the dissident doesn
   DEBUG: 2026-02-18 13:20:51,936:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,944:      pdf_renderer.py:  470: printSegment: t wait? Mitigation: announce the strategy immediately. Offer the
   DEBUG: 2026-02-18 13:20:51,948:      pdf_renderer.py:  470: printSegment: dissident a board seat. Show clear, measurable progress quarterly.
   DEBUG: 2026-02-18 13:20:51,951:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:51,953:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,958:      pdf_renderer.py:  470: printSegment: Let me be transparent about the risks in Option 3 — and how we mitigate each one.
   DEBUG: 2026-02-18 13:20:51,961:      pdf_renderer.py:  470: printSegment: Risk 1: Hyperscaler negotiation fails — what if AWS says no?
   DEBUG: 2026-02-18 13:20:51,964:      pdf_renderer.py:  470: printSegment: Mitigation: We run a 
   DEBUG: 2026-02-18 13:20:51,966:      pdf_renderer.py:  470: printSegment: competitive bidding process
   DEBUG: 2026-02-18 13:20:51,967:      pdf_renderer.py:  470: printSegment: . AWS isn
   DEBUG: 2026-02-18 13:20:51,969:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,034:      pdf_renderer.py:  470: printSegment: t the only hyperscaler desperate for
   DEBUG: 2026-02-18 13:20:52,079:      pdf_renderer.py:  470: printSegment: nuclear power. Microsoft already partnered with Constellation to restart Three Mile Island. Google
   DEBUG: 2026-02-18 13:20:52,097:      pdf_renderer.py:  470: printSegment: is pursuing 24/7 carbon-free energy. Meta is in talks for nuclear PPAs. Multiple bidders drive price
   DEBUG: 2026-02-18 13:20:52,100:      pdf_renderer.py:  470: printSegment: UP and reduce the chance any single negotiation fails. Probability of total failure: 
   DEBUG: 2026-02-18 13:20:52,102:      pdf_renderer.py:  470: printSegment: LOW — about 20%
   DEBUG: 2026-02-18 13:20:52,104:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:52,106:      pdf_renderer.py:  470: printSegment: Risk 2: FERC blocks behind-the-meter arrangement
   DEBUG: 2026-02-18 13:20:52,109:      pdf_renderer.py:  470: printSegment: Mitigation: We structure our primary path as a 
   DEBUG: 2026-02-18 13:20:52,111:      pdf_renderer.py:  470: printSegment: front-of-meter PPA
   DEBUG: 2026-02-18 13:20:52,113:      pdf_renderer.py:  470: printSegment: . That
   DEBUG: 2026-02-18 13:20:52,114:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,127:      pdf_renderer.py:  470: printSegment: s a standard bilateral
   DEBUG: 2026-02-18 13:20:52,134:      pdf_renderer.py:  470: printSegment: wholesale contract — no FERC approval needed. Behind-the-meter is a fallback that captures even
   DEBUG: 2026-02-18 13:20:52,135:      pdf_renderer.py:  470: printSegment: MORE value, but it
   DEBUG: 2026-02-18 13:20:52,136:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,137:      pdf_renderer.py:  470: printSegment: s not required. And remember: 
   DEBUG: 2026-02-18 13:20:52,138:      pdf_renderer.py:  470: printSegment: Talen
   DEBUG: 2026-02-18 13:20:52,139:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,141:      pdf_renderer.py:  470: printSegment: s deal survived FERC review
   DEBUG: 2026-02-18 13:20:52,143:      pdf_renderer.py:  470: printSegment: . We have
   DEBUG: 2026-02-18 13:20:52,145:      pdf_renderer.py:  470: printSegment: precedent. Probability of blocking: 
   DEBUG: 2026-02-18 13:20:52,147:      pdf_renderer.py:  470: printSegment: MEDIUM — about 30%
   DEBUG: 2026-02-18 13:20:52,150:      pdf_renderer.py:  470: printSegment: , but impact is low because we default to
   DEBUG: 2026-02-18 13:20:52,151:      pdf_renderer.py:  470: printSegment: front-of-meter.
   DEBUG: 2026-02-18 13:20:52,153:      pdf_renderer.py:  470: printSegment: Risk 3: PPA pricing comes in below target
   DEBUG: 2026-02-18 13:20:52,154:      pdf_renderer.py:  470: printSegment: Mitigation: Even at 
   DEBUG: 2026-02-18 13:20:52,155:      pdf_renderer.py:  470: printSegment: $75/MWh
   DEBUG: 2026-02-18 13:20:52,157:      pdf_renderer.py:  470: printSegment:  — our worst case — we still capture 
   DEBUG: 2026-02-18 13:20:52,158:      pdf_renderer.py:  470: printSegment: +$290 million per year
   DEBUG: 2026-02-18 13:20:52,164:      pdf_renderer.py:  470: printSegment:  in incremental
   DEBUG: 2026-02-18 13:20:52,165:      pdf_renderer.py:  470: printSegment: revenue versus the $51 wholesale price. We build in a 
   DEBUG: 2026-02-18 13:20:52,167:      pdf_renderer.py:  470: printSegment: floor price clause at $80/MWh
   DEBUG: 2026-02-18 13:20:52,177:      pdf_renderer.py:  470: printSegment:  to protect
   DEBUG: 2026-02-18 13:20:52,182:      pdf_renderer.py:  470: printSegment: downside. The current market is highly favorable because nuclear supply is scarce and hyperscaler
   DEBUG: 2026-02-18 13:20:52,184:      pdf_renderer.py:  470: printSegment: demand is overwhelming.
   DEBUG: 2026-02-18 13:20:52,185:      pdf_renderer.py:  470: printSegment: Risk 4: Dissident escalates before deal closes
   DEBUG: 2026-02-18 13:20:52,187:      pdf_renderer.py:  470: printSegment: Mitigation: We 
   DEBUG: 2026-02-18 13:20:52,188:      pdf_renderer.py:  470: printSegment: announce the strategy immediately
   DEBUG: 2026-02-18 13:20:52,190:      pdf_renderer.py:  470: printSegment:  — within 30 days. We offer the dissident a 
   DEBUG: 2026-02-18 13:20:52,192:      pdf_renderer.py:  470: printSegment: board
   DEBUG: 2026-02-18 13:20:52,194:      pdf_renderer.py:  470: printSegment: seat
   DEBUG: 2026-02-18 13:20:52,197:      pdf_renderer.py:  470: printSegment:  to participate in the transformation. We commit to 
   DEBUG: 2026-02-18 13:20:52,199:      pdf_renderer.py:  470: printSegment: quarterly milestones
   DEBUG: 2026-02-18 13:20:52,206:      pdf_renderer.py:  470: printSegment:  so progress is visible.
   DEBUG: 2026-02-18 13:20:52,208:      pdf_renderer.py:  470: printSegment: The dissident wants value creation — this strategy delivers exactly that.
   DEBUG: 2026-02-18 13:20:52,209:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,211:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:52,213:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,214:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,216:      pdf_renderer.py:  470: printSegment: Let me now summarize our recommendation.
   DEBUG: 2026-02-18 13:20:52,217:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,220:      pdf_renderer.py:  470: printSegment: SLIDE 15 — RECOMMENDATION: OPTION 3
   DEBUG: 2026-02-18 13:20:52,221:      pdf_renderer.py:  470: printSegment: Speaker: Anh Bui
   DEBUG: 2026-02-18 13:20:52,223:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,224:      pdf_renderer.py:  470: printSegment: Time: ~90 seconds
   DEBUG: 2026-02-18 13:20:52,226:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:52,228:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,231:      pdf_renderer.py:  470: printSegment: Let me bring this all together. Our recommendation is 
   DEBUG: 2026-02-18 13:20:52,236:      pdf_renderer.py:  470: printSegment: Option 3 — a Joint Venture and Nuclear
   DEBUG: 2026-02-18 13:20:52,238:      pdf_renderer.py:  470: printSegment: Power Purchase Agreement with Amazon Web Services
   DEBUG: 2026-02-18 13:20:52,239:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:52,240:      pdf_renderer.py:  470: printSegment: Here
   DEBUG: 2026-02-18 13:20:52,242:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,243:      pdf_renderer.py:  470: printSegment: s why this is the only right answer:
   DEBUG: 2026-02-18 13:20:52,245:      pdf_renderer.py:  470: printSegment: First — it delivers immediate, transformative FCF growth:
   DEBUG: 2026-02-18 13:20:52,247:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,251:      pdf_renderer.py:  470: printSegment: FCF per share goes from $10.20 to
   DEBUG: 2026-02-18 13:20:52,253:      pdf_renderer.py:  470: printSegment: $16.87 in Year 1 — that
   DEBUG: 2026-02-18 13:20:52,254:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,255:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-02-18 13:20:52,257:      pdf_renderer.py:  470: printSegment: 65% growth
   DEBUG: 2026-02-18 13:20:52,258:      pdf_renderer.py:  470: printSegment: , far exceeding the dissident
   DEBUG: 2026-02-18 13:20:52,259:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,261:      pdf_renderer.py:  470: printSegment: s 30% target.
   DEBUG: 2026-02-18 13:20:52,264:      pdf_renderer.py:  470: printSegment: Second — it preserves company independence:
   DEBUG: 2026-02-18 13:20:52,267:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,286:      pdf_renderer.py:  470: printSegment: Unlike Option 2, we remain a publicly traded
   DEBUG: 2026-02-18 13:20:52,288:      pdf_renderer.py:  470: printSegment: company. Our management stays in control. Shareholders continue to participate in upside.
   DEBUG: 2026-02-18 13:20:52,290:      pdf_renderer.py:  470: printSegment: Third — it requires no equity dilution:
   DEBUG: 2026-02-18 13:20:52,292:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,293:      pdf_renderer.py:  470: printSegment: Unlike Option 1, we
   DEBUG: 2026-02-18 13:20:52,295:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,301:      pdf_renderer.py:  470: printSegment: re not issuing billions in new stock.
   DEBUG: 2026-02-18 13:20:52,305:      pdf_renderer.py:  470: printSegment: Existing shareholders keep 100% of their ownership.
   DEBUG: 2026-02-18 13:20:52,307:      pdf_renderer.py:  470: printSegment: Fourth — it
   DEBUG: 2026-02-18 13:20:52,309:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,312:      pdf_renderer.py:  470: printSegment: s proven by real-world precedent:
   DEBUG: 2026-02-18 13:20:52,314:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,341:      pdf_renderer.py:  470: printSegment: Talen Energy executed this exact strategy with AWS.
   DEBUG: 2026-02-18 13:20:52,349:      pdf_renderer.py:  470: printSegment: Their stock went from $60 to $389 — a 6.5x increase. One of the judges today, Darren Olagues, was
   DEBUG: 2026-02-18 13:20:52,350:      pdf_renderer.py:  470: printSegment: directly involved in that deal.
   DEBUG: 2026-02-18 13:20:52,352:      pdf_renderer.py:  470: printSegment: Fifth — it creates a compounding growth platform:
   DEBUG: 2026-02-18 13:20:52,354:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,356:      pdf_renderer.py:  470: printSegment: This isn
   DEBUG: 2026-02-18 13:20:52,357:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,372:      pdf_renderer.py:  470: printSegment: t a one-time transaction. Like Talen, we
   DEBUG: 2026-02-18 13:20:52,379:      pdf_renderer.py:  470: printSegment: will acquire additional data centers to deepen the AWS partnership over time. Each acquisition
   DEBUG: 2026-02-18 13:20:52,382:      pdf_renderer.py:  470: printSegment: compounds value.
   DEBUG: 2026-02-18 13:20:52,385:      pdf_renderer.py:  470: printSegment: Sixth — it satisfies the dissident:
   DEBUG: 2026-02-18 13:20:52,386:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,392:      pdf_renderer.py:  470: printSegment: The dissident wants bold action and clear value creation. A nuclear
   DEBUG: 2026-02-18 13:20:52,393:      pdf_renderer.py:  470: printSegment: PPA with the world
   DEBUG: 2026-02-18 13:20:52,395:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,400:      pdf_renderer.py:  470: printSegment: s largest cloud provider — at nearly double the market price — is exactly the kind of
   DEBUG: 2026-02-18 13:20:52,402:      pdf_renderer.py:  470: printSegment: strategic repositioning they
   DEBUG: 2026-02-18 13:20:52,404:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,405:      pdf_renderer.py:  470: printSegment: re demanding.
   DEBUG: 2026-02-18 13:20:52,407:      pdf_renderer.py:  470: printSegment: Our projected results:
   DEBUG: 2026-02-18 13:20:52,408:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,410:      pdf_renderer.py:  470: printSegment: Year 1 market cap: 
   DEBUG: 2026-02-18 13:20:52,412:      pdf_renderer.py:  470: printSegment: $30-35 billion
   DEBUG: 2026-02-18 13:20:52,415:      pdf_renderer.py:  470: printSegment:  (up from $20B)
   DEBUG: 2026-02-18 13:20:52,416:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,419:      pdf_renderer.py:  470: printSegment: Year 5 market cap: 
   DEBUG: 2026-02-18 13:20:52,421:      pdf_renderer.py:  470: printSegment: $45-55 billion
   DEBUG: 2026-02-18 13:20:52,422:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,424:      pdf_renderer.py:  470: printSegment: Year 5 share price: 
   DEBUG: 2026-02-18 13:20:52,426:      pdf_renderer.py:  470: printSegment: $1,000-1,200
   DEBUG: 2026-02-18 13:20:52,427:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,430:      pdf_renderer.py:  470: printSegment: Credit upgrade: 
   DEBUG: 2026-02-18 13:20:52,433:      pdf_renderer.py:  470: printSegment: BB to BBB-
   DEBUG: 2026-02-18 13:20:52,435:      pdf_renderer.py:  470: printSegment: This transforms the dissident
   DEBUG: 2026-02-18 13:20:52,436:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,438:      pdf_renderer.py:  470: printSegment: s threat into a catalyst for the 
   DEBUG: 2026-02-18 13:20:52,441:      pdf_renderer.py:  470: printSegment: largest value creation opportunity in
   DEBUG: 2026-02-18 13:20:52,442:      pdf_renderer.py:  470: printSegment: our company
   DEBUG: 2026-02-18 13:20:52,444:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,445:      pdf_renderer.py:  470: printSegment: s history
   DEBUG: 2026-02-18 13:20:52,447:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-02-18 13:20:52,449:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,452:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:52,453:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,454:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,456:      pdf_renderer.py:  470: printSegment: Let me leave you with our one-liner for the judges.
   DEBUG: 2026-02-18 13:20:52,457:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,459:      pdf_renderer.py:  470: printSegment: SLIDE 16 — CLOSING SUMMARY
   DEBUG: 2026-02-18 13:20:52,461:      pdf_renderer.py:  470: printSegment: Speaker: Anh Bui
   DEBUG: 2026-02-18 13:20:52,462:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,464:      pdf_renderer.py:  470: printSegment: Time: ~45 seconds
   DEBUG: 2026-02-18 13:20:52,466:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:52,467:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,468:      pdf_renderer.py:  470: printSegment: Here
   DEBUG: 2026-02-18 13:20:52,468:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,470:      pdf_renderer.py:  470: printSegment: s our message to the judges and to any skeptical investor:
   DEBUG: 2026-02-18 13:20:52,471:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,479:      pdf_renderer.py:  470: printSegment: We recommend the Talen Energy playbook — a Joint Venture and nuclear PPA with Amazon Web
   DEBUG: 2026-02-18 13:20:52,481:      pdf_renderer.py:  470: printSegment: Services — because it is the 
   DEBUG: 2026-02-18 13:20:52,483:      pdf_renderer.py:  470: printSegment: only option
   DEBUG: 2026-02-18 13:20:52,485:      pdf_renderer.py:  470: printSegment:  that simultaneously:
   DEBUG: 2026-02-18 13:20:52,486:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,488:      pdf_renderer.py:  470: printSegment: Delivers 
   DEBUG: 2026-02-18 13:20:52,489:      pdf_renderer.py:  470: printSegment: +65% FCF/share growth in Year 1
   DEBUG: 2026-02-18 13:20:52,490:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,492:      pdf_renderer.py:  470: printSegment: Drives our multiple from 
   DEBUG: 2026-02-18 13:20:52,493:      pdf_renderer.py:  470: printSegment: 30x to 35-40x
   DEBUG: 2026-02-18 13:20:52,494:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,496:      pdf_renderer.py:  470: printSegment: Preserves company 
   DEBUG: 2026-02-18 13:20:52,497:      pdf_renderer.py:  470: printSegment: independence
   DEBUG: 2026-02-18 13:20:52,498:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,499:      pdf_renderer.py:  470: printSegment: Requires 
   DEBUG: 2026-02-18 13:20:52,501:      pdf_renderer.py:  470: printSegment: zero equity dilution
   DEBUG: 2026-02-18 13:20:52,502:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:52,503:      pdf_renderer.py:  470: printSegment: Creates a 
   DEBUG: 2026-02-18 13:20:52,505:      pdf_renderer.py:  470: printSegment: repeatable, compounding growth platform
   DEBUG: 2026-02-18 13:20:52,506:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,517:      pdf_renderer.py:  470: printSegment: Like Talen, we will not stop at the initial deal. We will acquire additional data centers to deepen the
   DEBUG: 2026-02-18 13:20:52,519:      pdf_renderer.py:  470: printSegment: AWS partnership and compound value over time.
   DEBUG: 2026-02-18 13:20:52,520:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,522:      pdf_renderer.py:  470: printSegment: This strategy transforms the dissident
   DEBUG: 2026-02-18 13:20:52,524:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,528:      pdf_renderer.py:  470: printSegment: s threat into the largest value creation opportunity in our
   DEBUG: 2026-02-18 13:20:52,530:      pdf_renderer.py:  470: printSegment: company
   DEBUG: 2026-02-18 13:20:52,532:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,534:      pdf_renderer.py:  470: printSegment: s history.
   DEBUG: 2026-02-18 13:20:52,535:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,537:      pdf_renderer.py:  470: printSegment: Thank you very much for your time. We
   DEBUG: 2026-02-18 13:20:52,539:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:52,541:      pdf_renderer.py:  470: printSegment: re happy to take questions.
   DEBUG: 2026-02-18 13:20:52,543:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:52,546:      pdf_renderer.py:  470: printSegment: APPENDIX: Q
   DEBUG: 2026-02-18 13:20:52,547:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-18 13:20:52,549:      pdf_renderer.py:  470: printSegment: A CHEAT SHEET
   DEBUG: 2026-02-18 13:20:52,551:      pdf_renderer.py:  470: printSegment: Use these quick answers to respond to likely judge questions:
   DEBUG: 2026-02-18 13:20:52,552:      pdf_renderer.py:  470: printSegment: | Question | Quick Answer |
   DEBUG: 2026-02-18 13:20:52,553:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,555:      pdf_renderer.py:  470: printSegment: |----------|--------------|
   DEBUG: 2026-02-18 13:20:52,556:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:52,557:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-18 13:20:52,559:      pdf_renderer.py:  470: printSegment: Why AWS specifically?
